eps,e1_r,e2_r,e3_r,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
2.5,0.4,0.45,0.15,2,0.16140885836957536,0.8181818181818182,0.005431628583204691,0.9539265416903153,0.4545454545454545,0.18193804036992955,0.383062147822754
2.5,0.45,0.4,0.15,0,0.18628417147840823,0.9090909090909091,0.0033005623937695256,0.9561157504539881,0.4545454545454545,0.08286679571683138,0.2541778887620033
2.5,0.45,0.4,0.15,1,0.11806839315019088,0.7272727272727273,0.00894299981995395,1.1919819977354598,0.5454545454545454,0.4020216035631581,0.5751513008691019
2.5,0.45,0.4,0.15,2,0.1788083378723633,0.8181818181818182,0.0023380895314909097,1.1945738966902257,0.4545454545454545,0.11690477014076595,0.37807015396568777
2.5,0.5,0.35,0.15,0,0.18769195597887325,0.9090909090909091,0.0017839717694991717,1.1559224122553404,0.4545454545454545,0.06218979869184786,0.3123681008831399
2.5,0.5,0.35,0.15,1,0.14380129407022313,0.8636363636363636,0.0017829915782167916,0.9134737949591465,0.4545454545454545,0.06978716208651345,0.3016771565763988
2.5,0.5,0.35,0.15,2,0.18795822962573855,0.9090909090909091,0.0027832111437929323,1.19337636036804,0.5454545454545454,0.03878463733168283,0.3196753415676493
2.5,0.55,0.3,0.15,0,0.15363541911669193,0.7272727272727273,0.0030652505735265724,3.0495088478186534,0.5454545454545454,0.07537432056534049,0.31923641113750334
2.5,0.55,0.3,0.15,1,0.19063802460921053,0.9545454545454546,0.002733572059455545,1.0142210750532827,0.4545454545454545,0.05393438332442381,0.2711992956672746
2.5,0.55,0.3,0.15,2,0.18483136170525022,0.8636363636363636,0.002458839940869112,0.9706851202885637,0.4545454545454545,0.04326445643352464,0.25559408355492713
2.5,0.6,0.25,0.15,0,0.14985686189589384,0.7727272727272727,0.001963910064816635,2.9159593548529585,0.5454545454545454,0.12752177091216227,0.4514781682001261
2.5,0.6,0.25,0.15,1,0.1744776446089748,0.8636363636363636,0.00263051112264123,1.3345409543429092,0.4545454545454545,0.07470062491400471,0.29034337037639835
2.5,0.6,0.25,0.15,2,0.15480985636299244,0.8181818181818182,0.002332937762536905,1.1851532344098745,0.4545454545454545,0.05479079456709909,0.34031853163074754
2.5,0.65,0.2,0.15,0,0.15758968037174512,0.8636363636363636,0.0023799255316312076,2.8968290926574345,0.5454545454545454,0.287172487242472,0.4631012857300421
2.5,0.65,0.2,0.15,1,0.17133085046069024,0.8181818181818182,0.003682838783475782,2.676445957531223,0.4545454545454545,0.0926996888453687,0.3012836976226635
2.5,0.65,0.2,0.15,2,0.15857815234454448,0.7727272727272727,0.002377821239003505,1.0712975183864528,0.5454545454545454,0.07113114025310337,0.34064124552732317
2.5,0.7,0.15,0.15,0,0.12597012611717884,0.8181818181818182,0.003259418361332493,2.9276518335064865,0.5454545454545454,0.12927435009664284,0.3697280597401457
