version,eps,exper,nodes,edges,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
original,0.5,42,12008,116981,0.03522473150814998,0.15,0.016633519640375433,18.098315864228738,0.6153846153846153,0.9627418926762686,0.6137367588831143
improved,0.5,42,12008,13858,0.4109854763059748,0.08333333333333333,0.031229724138375155,3.0951494209575507,0.15384615384615383,0.6532570463385989,0.3687345988298246
original,0.5,43,12008,117427,0.03354022760626663,0.09166666666666666,0.027318327909443572,16.09398674697898,0.6153846153846153,0.9687557627529995,0.6248089838484363
improved,0.5,43,12008,12633,0.40410301372157703,0.08333333333333333,0.03942643519137032,3.1770086655852428,0.6153846153846153,0.6206634668486367,0.3980290052477047
original,0.5,44,12008,117176,0.03718822573475626,0.19166666666666668,0.03133565451430706,15.886041320281066,0.6153846153846153,0.9581371680147687,0.6117587960850196
improved,0.5,44,12008,13758,0.408847086148931,0.19166666666666668,0.03358006764416187,2.9861203769247178,0.23076923076923073,0.6097253698795938,0.37817836419466955
original,0.5,45,12008,116343,0.03695406440152263,0.26666666666666666,0.03008984960151592,15.864417496290557,0.6153846153846153,0.9590492950492463,0.616653870332403
improved,0.5,45,12008,13109,0.4055842628866685,0.18333333333333332,0.04670236684639976,3.089184009231131,0.15384615384615383,0.6053433517039037,0.3760155666673987
original,0.5,46,12008,119984,0.03800174244331291,0.15,0.015893626118516576,16.00297657842433,0.6153846153846153,0.958354286849578,0.5940258673164144
improved,0.5,46,12008,16400,0.4057955739353052,0.09166666666666666,0.031745487844621056,2.7492318220435705,0.07692307692307691,0.6706517045220736,0.36891658292986174
original,0.5,47,12008,118766,0.041808593367788055,0.525,0.024385231013023687,11.780151232334125,0.5384615384615384,0.8022296996458156,0.5664095627029014
improved,0.5,47,12008,20237,0.4082747937481559,0.525,0.024207375637641696,2.6262796595511646,0.3846153846153846,0.3160454159243217,0.1438881753373952
original,0.5,48,12008,117478,0.04252172177985201,0.55,0.020573307669315775,8.139029100597327,0.6153846153846153,0.659277631198342,0.5444225543099808
improved,0.5,48,12008,21538,0.4143628775883891,0.575,0.020359335757759604,3.0321785848050244,0.15384615384615383,0.09112337280582196,0.020659623644876546
original,0.5,49,12008,116927,0.036011282095439856,0.3,0.0321581042770081,15.383657365893361,0.6153846153846153,0.9239383188297771,0.609992063986084
improved,0.5,49,12008,14495,0.40766144292092776,0.3,0.03149471945807801,2.552025126721532,0.5384615384615384,0.47764788116380763,0.2642274208280135
original,1.0,0,12008,117742,0.05868286115299153,0.8583333333333333,0.002616746691526132,2.8087292447398466,0.5384615384615384,0.33422423722227224,0.4135216985356523
improved,1.0,0,12008,46617,0.41638808017101736,0.8666666666666667,0.0024706492060614918,1.7570746910193904,0.07692307692307691,0.14177970692394437,0.5527570045665351
original,1.0,1,12008,117706,0.052360601646271474,0.875,0.0022709169912892026,3.6738858585141663,0.5384615384615384,0.18896353448249423,0.39870734794723106
improved,1.0,1,12008,43298,0.4147427901400553,0.8416666666666667,0.002083381238781314,2.2662407732516807,0.15384615384615383,0.05376639256529526,0.45991045995982816
original,1.0,2,12008,116486,0.05275744122247846,0.8583333333333333,0.0029804264985238554,3.3711603420633356,0.5384615384615384,0.23447587597817887,0.406333476215633
improved,1.0,2,12008,41418,0.4184959821631046,0.85,0.0029932195684171103,2.4333134446548415,0.15384615384615383,0.006025982291285685,0.47120655168811604
original,1.0,3,12008,118324,0.054546881803300855,0.825,0.0028325835722665398,3.1401914713168257,0.5384615384615384,0.2757386412206385,0.41465397354643035
improved,1.0,3,12008,43883,0.41590702835298404,0.8333333333333334,0.0025588715984948733,2.3125345458588313,0.0,0.046140885343973405,0.49233629755710334
original,1.0,4,12008,117467,0.049440926155780864,0.7833333333333333,0.007263173261438554,11.134133399628391,0.5384615384615384,0.3603667610080438,0.4516171781537334
improved,1.0,4,12008,34828,0.4101690818573029,0.7916666666666666,0.006990964339912257,2.6506345651425995,0.07692307692307691,0.03177104302933578,0.35470488287765084
original,1.0,5,12008,117962,0.05587192221631452,0.8666666666666667,0.0021303274844674657,2.8055624237169945,0.5384615384615384,0.31239950778997744,0.408534667478213
improved,1.0,5,12008,47014,0.4200468683365154,0.8666666666666667,0.0018714742688644888,1.7516080164996737,0.23076923076923073,0.12168303296007006,0.5660723986432201
original,1.0,6,12008,117781,0.05727969188908707,0.8333333333333334,0.003398553403325135,6.773186267913602,0.5384615384615384,0.23646570405688067,0.42773694604800355
improved,1.0,6,12008,41057,0.4145848473118817,0.775,0.0033076886130400064,2.348077504322607,0.23076923076923073,0.03488058202772626,0.423925498230283
original,1.0,7,12008,118032,0.05738221741815207,0.8416666666666667,0.0019848562646675337,3.2037034645570155,0.5384615384615384,0.24783038235157623,0.4068361530036365
improved,1.0,7,12008,44776,0.4155318761738957,0.8666666666666667,0.001993209248537758,2.003713447812838,0.07692307692307691,0.023213752963279773,0.5062662380759398
original,1.0,8,12008,118084,0.05916735350590768,0.8833333333333333,0.0024704614370464673,2.7665152163294016,0.5384615384615384,0.3276902720669105,0.421049199424593
improved,1.0,8,12008,46824,0.4137574678306231,0.8666666666666667,0.0023727623174136284,2.030436428552415,0.07692307692307691,0.12902233488639228,0.5387181657857418
original,1.0,9,12008,117193,0.05123132555134654,0.9166666666666666,0.002057685170630677,2.7873202415094824,0.5384615384615384,0.28336132965832295,0.39303301055321516
